"host_id","host_is_superhost","host_identity_verified","host_has_profile_pic","host_since","host_response_time","host_response_rate","host_acceptance_rate","host_listings_count","review_scores_communication","price"
12162311,"f","t","t","2014-02-11","N/A","N/A","N/A",1,5,NA
473166605,"f","t","t","2022-08-03","within a few hours","91%","100%",5,4.64,598
107434423,"f","t","t","2016-12-16","within an hour","100%","96%",4494,NA,458
2982441,"f","t","t","2012-07-18","N/A","N/A","N/A",1,4.88,NA
493207893,"f","t","t","2022-12-28","within an hour","100%","91%",19,2,63
47152279,"f","t","t","2015-10-22","N/A","N/A","N/A",1,5,NA
36538690,"f","t","t","2015-06-23","N/A","N/A","N/A",1,5,NA
19528144,"f","t","t","2014-08-05","N/A","N/A","92%",3,5,NA
204704622,"f","t","t","2018-07-24","within a few hours","95%","69%",259,NA,NA
200239515,"f","t","t","2018-07-05","within a few hours","99%","84%",277,NA,NA
331107830,"f","f","t","2020-01-27","N/A","N/A","N/A",1,NA,NA
377279237,"f","t","t","2020-11-27","N/A","N/A","N/A",1,NA,175
1524765,"f","t","t","2011-12-21","N/A","N/A","N/A",1,5,NA
88566861,"f","t","t","2016-08-07","within an hour","100%","96%",253,4.83,384
31626212,"t","t","t","2015-04-20","within an hour","100%","96%",5,4.9,86
184755,"f","t","t","2010-07-29","within a day","100%","100%",1,4.87,500
198674748,"f","t","t","2018-06-28","N/A","N/A","N/A",1,4.91,NA
20668390,"f","t","t","2014-08-28","N/A","N/A","N/A",1,NA,NA
23772724,"f","t","t","2014-11-15","within an hour","100%","83%",75,5,200
1570801,"f","t","t","2012-01-05","N/A","N/A","N/A",1,NA,NA
347953,"f","t","t","2011-01-15","a few days or more","0%","N/A",1,5,200
49293535,"f","f","t","2015-11-17","N/A","N/A","N/A",1,5,NA
34655986,"f","t","t","2015-05-31","N/A","N/A","N/A",1,NA,NA
108079367,"f","t","t","2016-12-22","N/A","N/A","N/A",1,4.92,NA
183967887,"f","t","t","2018-04-12","N/A","N/A","N/A",1,5,NA
305240193,"f","t","t","2019-10-29","within a few hours","100%","79%",382,NA,98
68871239,"f","t","t","2016-04-25","N/A","N/A","N/A",1,NA,NA
61391963,"f","t","t","2016-03-03","within a few hours","99%","71%",170,NA,62
87065585,"f","t","t","2016-07-31","within a day","70%","20%",2,4.81,NA
266390808,"f","t","t","2019-06-04","N/A","N/A","N/A",2,4.63,NA
53300414,"","t","t","2016-01-04","N/A","N/A","N/A",3,5,NA
61391963,"f","t","t","2016-03-03","within a few hours","99%","71%",170,5,175
21662822,"f","t","t","2014-09-22","N/A","N/A","N/A",1,5,NA
300013181,"f","t","t","2019-10-04","N/A","N/A","N/A",1,5,NA
6274269,"f","f","t","2013-05-07","N/A","N/A","N/A",1,NA,NA
332269295,"f","f","t","2020-01-31","N/A","N/A","N/A",1,5,NA
302488974,"f","f","t","2019-10-15","N/A","N/A","N/A",1,5,NA
25968876,"f","t","t","2015-01-11","N/A","N/A","0%",1,NA,200
334495442,"t","f","t","2020-02-08","within an hour","100%","N/A",1,4.81,109
104775467,"","t","t","2016-11-22","N/A","N/A","N/A",2,NA,NA
112153586,"f","t","t","2017-01-18","N/A","N/A","50%",1,5,NA
51380878,"f","t","t","2015-12-15","N/A","N/A","N/A",2,5,NA
15938594,"f","t","t","2014-05-24","N/A","N/A","N/A",1,4.82,NA
7072861,"f","t","t","2013-06-23","N/A","N/A","N/A",1,4.75,190
450161902,"f","t","t","2022-03-18","within a few hours","100%","92%",17,4.57,NA
10450748,"f","t","t","2013-12-05","within a few hours","67%","0%",2,4.89,NA
16481345,"f","t","t","2014-06-07","N/A","N/A","N/A",1,4.97,NA
52183960,"t","t","t","2015-12-24","N/A","N/A","67%",1,4.98,65
314457702,"f","t","t","2019-12-04","N/A","N/A","N/A",2,NA,NA
37280441,"f","t","t","2015-07-01","N/A","N/A","N/A",2,4.96,NA
559056911,"f","t","t","2024-01-28","within a day","50%","100%",1,NA,1473
1401835,"t","t","t","2011-11-13","within an hour","100%","52%",4,5,NA
3223938,"f","t","t","2012-08-11","within an hour","99%","23%",727,NA,NA
305082237,"f","t","t","2019-10-28","N/A","N/A","N/A",1,4.73,NA
2119276,"","t","t","2012-04-11","within an hour","97%","71%",36,4.8,155
306349662,"f","t","t","2019-11-02","within a few hours","100%","100%",5,4.1,NA
31796843,"f","t","t","2015-04-23","N/A","N/A","N/A",3,4.98,NA
32834879,"f","t","t","2015-05-07","N/A","N/A","N/A",1,NA,NA
7356377,"f","t","t","2013-07-08","within a day","75%","22%",1,4.91,175
215565541,"f","t","t","2018-09-15","a few days or more","40%","99%",64,3.25,350
89861903,"f","t","t","2016-08-14","N/A","N/A","N/A",1,4.2,NA
5120169,"f","t","t","2013-02-17","N/A","N/A","N/A",2,4.88,NA
138197456,"f","t","t","2017-07-02","N/A","N/A","N/A",1,NA,NA
318194430,"f","t","t","2019-12-16","N/A","N/A","N/A",2,4.2,NA
269818165,"f","t","t","2019-06-19","N/A","N/A","N/A",1,5,NA
154506785,"f","t","t","2017-10-13","N/A","N/A","N/A",3,NA,NA
384559808,"f","t","t","2021-01-14","within a few hours","94%","60%",24,4.57,85
28384224,"t","t","t","2015-02-26","within a few hours","100%","92%",2,5,319
231054333,"f","f","t","2018-12-17","N/A","N/A","N/A",1,NA,NA
308567156,"f","t","f","2019-11-10","N/A","N/A","N/A",1,4,NA
300551054,"f","t","t","2019-10-06","N/A","N/A","N/A",2,NA,NA
143476,"f","t","t","2010-06-13","N/A","N/A","N/A",1,5,NA
107434423,"f","t","t","2016-12-16","within an hour","100%","96%",4494,4,399
571615601,"f","t","t","2024-04-10","within an hour","100%","100%",8,NA,297
47666490,"t","t","t","2015-10-28","within a few hours","100%","88%",1,4.8,75
73068058,"f","t","t","2016-05-20","N/A","N/A","N/A",1,NA,NA
82854298,"f","t","t","2016-07-10","N/A","N/A","N/A",2,4.82,NA
200239515,"f","t","t","2018-07-05","within a few hours","99%","84%",277,4.33,NA
378877200,"f","f","t","2020-12-08","N/A","N/A","N/A",1,NA,NA
272602584,"f","t","t","2019-06-30","N/A","N/A","N/A",1,5,NA
23307388,"f","t","t","2014-11-03","N/A","N/A","N/A",1,5,NA
2119276,"","t","t","2012-04-11","within an hour","97%","71%",36,NA,187
218319766,"f","t","t","2018-10-01","N/A","N/A","N/A",1,5,NA
16883913,"f","t","t","2014-06-17","N/A","N/A","N/A",2,4.92,NA
206952308,"f","t","t","2018-08-02","within a day","73%","51%",7,5,228
533234561,"f","t","t","2023-08-22","within a few hours","82%","79%",85,5,167
91358346,"f","t","t","2016-08-22","N/A","N/A","N/A",1,NA,NA
2020152,"f","t","t","2012-03-27","within a day","100%","100%",3,5,200
558544893,"t","t","t","2024-01-25","within an hour","100%","100%",5,5,399
162283008,"f","t","t","2017-12-11","N/A","N/A","N/A",1,4.94,NA
136081476,"f","f","t","2017-06-20","within an hour","100%","100%",2,4.5,NA
188576539,"f","t","t","2018-05-08","N/A","N/A","N/A",1,5,NA
315874064,"f","f","t","2019-12-09","N/A","N/A","N/A",1,5,NA
224815152,"f","t","t","2018-11-08","N/A","N/A","N/A",10,5,NA
493024482,"f","t","t","2022-12-27","within a few hours","94%","72%",18,NA,56
64568710,"f","t","t","2016-03-26","N/A","N/A","N/A",2,4.6,NA
107434423,"f","t","t","2016-12-16","within an hour","100%","96%",4494,NA,409
384559808,"f","t","t","2021-01-14","within a few hours","94%","60%",24,4.43,90
155750958,"f","t","t","2017-10-22","N/A","N/A","N/A",1,NA,NA
359250381,"f","f","t","2020-07-29","N/A","N/A","N/A",1,5,NA
99532682,"f","t","t","2016-10-13","N/A","N/A","N/A",1,5,NA
384559808,"f","t","t","2021-01-14","within a few hours","94%","60%",24,5,91
1862040,"f","t","t","2012-03-05","N/A","N/A","N/A",1,5,NA
228080471,"f","f","t","2018-11-28","N/A","N/A","N/A",1,NA,NA
200239515,"f","t","t","2018-07-05","within a few hours","99%","84%",277,NA,NA
43429598,"f","t","t","2015-09-05","N/A","N/A","N/A",1,5,NA
95865067,"f","t","t","2016-09-19","N/A","N/A","N/A",1,5,NA
134319027,"f","f","t","2017-06-09","N/A","N/A","N/A",1,4.75,NA
30301198,"f","f","t","2015-03-30","N/A","N/A","N/A",1,NA,NA
10785187,"t","t","t","2013-12-23","within a day","100%","60%",1,5,170
3247979,"f","t","t","2012-08-13","N/A","N/A","N/A",1,5,NA
25265179,"f","f","t","2014-12-27","a few days or more","0%","0%",1,4.91,200
13888249,"t","t","t","2014-04-04","within a day","80%","70%",1,4.94,186
305171363,"f","t","t","2019-10-29","N/A","N/A","N/A",1,5,NA
545604918,"t","t","t","2023-11-08","within an hour","100%","89%",5,5,346
286081099,"f","t","t","2019-08-15","N/A","N/A","N/A",1,4.25,NA
61391963,"f","t","t","2016-03-03","within a few hours","99%","71%",170,5,NA
306001668,"f","t","t","2019-11-01","within an hour","100%","75%",8,NA,NA
8167735,"f","t","t","2013-08-14","N/A","N/A","N/A",1,NA,NA
306001668,"f","t","t","2019-11-01","within an hour","100%","75%",8,3,NA
306001668,"f","t","t","2019-11-01","within an hour","100%","75%",8,5,NA
204704622,"f","t","t","2018-07-24","within a few hours","95%","69%",259,5,NA
51589519,"","t","t","2015-12-17","within an hour","99%","88%",38,4.69,150
24633205,"f","t","t","2014-12-08","N/A","N/A","N/A",1,5,NA
316493772,"f","f","t","2019-12-11","N/A","N/A","N/A",1,4.95,NA
215869827,"f","t","t","2018-09-17","N/A","N/A","N/A",2,NA,499
278964509,"f","f","t","2019-07-24","N/A","N/A","N/A",1,NA,NA
320632879,"f","f","t","2019-12-24","N/A","N/A","N/A",1,NA,NA
119188725,"f","f","t","2017-03-04","N/A","N/A","N/A",1,5,NA
501999278,"f","t","t","2023-02-20","within an hour","98%","88%",2950,5,386
15222883,"f","t","t","2014-05-07","N/A","N/A","100%",1,4.98,NA
162251663,"f","t","t","2017-12-11","N/A","N/A","100%",1,4.79,NA
572508219,"f","t","f","2024-04-15","within a day","100%","60%",14,NA,175
3054124,"f","t","t","2012-07-25","N/A","N/A","N/A",1,5,NA
107434423,"f","t","t","2016-12-16","within an hour","100%","96%",4494,NA,455
215565541,"f","t","t","2018-09-15","a few days or more","40%","99%",64,NA,445
10113487,"f","t","t","2013-11-18","within a day","60%","0%",1,4.93,179
322248050,"f","t","t","2019-12-29","N/A","N/A","N/A",1,NA,NA
292409387,"f","f","t","2019-09-05","N/A","N/A","N/A",1,4.55,NA
448326434,"f","t","t","2022-03-06","within an hour","100%","100%",42,5,446
48866651,"f","t","t","2015-11-12","within a day","80%","21%",7,4.5,95
107434423,"f","t","t","2016-12-16","within an hour","100%","96%",4494,NA,390
492149141,"f","t","t","2022-12-20","within an hour","100%","100%",7,4.35,NA
4888319,"f","f","t","2013-01-28","N/A","N/A","N/A",1,4.86,NA
33362434,"f","t","t","2015-05-14","N/A","N/A","N/A",1,NA,NA
266390808,"f","t","t","2019-06-04","N/A","N/A","N/A",2,5,NA
303744808,"f","t","t","2019-10-21","N/A","N/A","N/A",1,NA,NA
107434423,"f","t","t","2016-12-16","within an hour","100%","96%",4494,NA,498
306024152,"f","t","t","2019-11-01","within an hour","100%","100%",6,4.62,NA
241568722,"f","f","t","2019-02-06","N/A","N/A","N/A",1,NA,NA
64334867,"f","t","t","2016-03-24","N/A","N/A","N/A",2,NA,NA
9977688,"f","t","t","2013-11-13","N/A","N/A","100%",3,NA,150
5769367,"f","t","t","2013-04-04","a few days or more","20%","0%",1,4.93,400
259537611,"f","t","t","2019-05-03","within an hour","90%","100%",1,4.55,1128
240504372,"f","t","t","2019-02-01","within an hour","80%","68%",4,NA,165
19528144,"f","t","t","2014-08-05","N/A","N/A","92%",3,5,NA
107434423,"f","t","t","2016-12-16","within an hour","100%","96%",4494,NA,376
107434423,"f","t","t","2016-12-16","within an hour","100%","96%",4494,NA,371
103545877,"f","f","t","2016-11-13","N/A","N/A","N/A",1,5,NA
230670970,"f","t","t","2018-12-14","within a few hours","100%","75%",7,NA,NA
20687253,"f","t","t","2014-08-29","N/A","N/A","N/A",1,5,NA
295015804,"f","f","t","2019-09-14","N/A","N/A","N/A",1,4.5,NA
21452140,"f","t","t","2014-09-17","N/A","N/A","N/A",1,NA,NA
31796843,"f","t","t","2015-04-23","N/A","N/A","N/A",3,NA,NA
212058279,"f","t","t","2018-08-27","N/A","N/A","50%",2,4.84,NA
188207570,"f","f","t","2018-05-06","N/A","N/A","N/A",1,5,NA
296079529,"f","t","t","2019-09-18","N/A","N/A","N/A",1,4,NA
230025652,"f","t","t","2018-12-10","N/A","N/A","N/A",3,5,NA
44273727,"f","t","t","2015-09-15","N/A","N/A","N/A",1,5,NA
29221329,"f","t","t","2015-03-12","N/A","N/A","N/A",1,NA,NA
5501712,"f","t","t","2013-03-17","N/A","N/A","N/A",1,NA,NA
306349662,"f","t","t","2019-11-02","within a few hours","100%","100%",5,4.25,NA
20808466,"f","t","t","2014-09-01","N/A","N/A","N/A",2,NA,NA
295229934,"f","f","t","2019-09-15","N/A","N/A","N/A",1,4.95,NA
164316200,"f","t","t","2017-12-26","within a few hours","70%","75%",2,4,64
267681228,"f","f","t","2019-06-10","N/A","N/A","N/A",1,NA,NA
447895,"f","t","t","2011-03-17","N/A","N/A","N/A",1,5,NA
51954926,"f","t","t","2015-12-21","within an hour","100%","92%",4,4.95,NA
51954926,"f","t","t","2015-12-21","within an hour","100%","92%",4,4.83,NA
34143258,"f","t","t","2015-05-24","N/A","N/A","N/A",1,NA,NA
314457702,"f","t","t","2019-12-04","N/A","N/A","N/A",2,4.5,NA
7285042,"f","t","t","2013-07-04","N/A","N/A","N/A",1,5,NA
322484729,"f","f","t","2019-12-29","N/A","N/A","N/A",1,4.8,NA
107434423,"f","t","t","2016-12-16","within an hour","100%","96%",4494,NA,676
547413854,"t","t","t","2023-11-20","within an hour","100%","92%",10,5,403
107434423,"f","t","t","2016-12-16","within an hour","100%","96%",4494,NA,460
805344,"f","t","t","2011-07-11","N/A","N/A","50%",1,5,NA
267927605,"f","t","t","2019-06-11","N/A","N/A","N/A",1,5,NA
19409609,"f","t","t","2015-06-01","N/A","N/A","N/A",1,NA,NA
306349662,"f","t","t","2019-11-02","within a few hours","100%","100%",5,4.77,NA
3223938,"f","t","t","2012-08-11","within an hour","99%","23%",727,NA,NA
298018503,"f","t","t","2019-09-26","N/A","N/A","67%",2,NA,402
265666981,"f","t","t","2019-06-01","N/A","N/A","N/A",1,5,NA
270414511,"t","t","t","2019-06-22","within an hour","100%","100%",1,4.98,NA
9977688,"f","t","t","2013-11-13","N/A","N/A","100%",3,4.17,950
558544893,"t","t","t","2024-01-25","within an hour","100%","100%",5,5,367
11789134,"f","f","t","2014-01-30","N/A","N/A","N/A",1,NA,NA
339866869,"f","t","t","2020-03-02","N/A","N/A","N/A",1,NA,NA
3223938,"f","t","t","2012-08-11","within an hour","99%","23%",727,NA,NA
1192672,"f","t","t","2011-09-21","N/A","N/A","N/A",3,5,NA
416756899,"f","t","t","2021-08-04","within a few hours","90%","58%",8,5,210
8869512,"f","t","t","2013-09-16","N/A","N/A","N/A",2,NA,NA
55972382,"f","t","t","2016-01-24","N/A","N/A","N/A",1,5,NA
384559808,"f","t","t","2021-01-14","within a few hours","94%","60%",24,4.75,110
3223938,"f","t","t","2012-08-11","within an hour","99%","23%",727,NA,NA
188225740,"t","t","t","2018-05-06","within an hour","100%","99%",1,5,105
496944100,"f","t","t","2023-01-19","within an hour","94%","87%",604,NA,282
23772724,"f","t","t","2014-11-15","within an hour","100%","83%",75,NA,145
38257016,"f","t","t","2015-07-12","N/A","N/A","N/A",1,5,NA
194416373,"f","t","t","2018-06-09","N/A","N/A","N/A",1,NA,NA
39808438,"t","t","t","2015-07-28","within a day","100%","100%",11,4.96,NA
275149572,"f","t","t","2019-07-10","N/A","N/A","100%",1,5,NA
179805100,"f","f","t","2018-03-21","N/A","N/A","N/A",1,5,NA
107434423,"f","t","t","2016-12-16","within an hour","100%","96%",4494,NA,391
107434423,"f","t","t","2016-12-16","within an hour","100%","96%",4494,NA,445
422053884,"t","t","t","2021-09-07","within a few hours","100%","100%",3,NA,NA
31919780,"t","t","t","2015-04-25","within an hour","100%","96%",2,4.93,98
3073721,"f","t","t","2012-07-27","N/A","N/A","N/A",2,4.85,NA
63896964,"f","t","t","2016-03-21","N/A","N/A","N/A",1,NA,NA
193502084,"f","t","t","2018-06-04","N/A","N/A","N/A",8,4.57,NA
169278872,"f","t","t","2018-01-22","N/A","N/A","N/A",1,5,NA
263514248,"f","t","t","2019-05-22","N/A","N/A","N/A",1,NA,NA
13885459,"f","t","t","2014-04-04","N/A","N/A","N/A",1,4.5,NA
28823649,"f","f","t","2015-03-05","N/A","N/A","N/A",2,4.44,NA
125323558,"f","t","t","2017-04-11","within a day","100%","N/A",2,4.82,NA
20828468,"f","t","t","2014-09-02","N/A","N/A","N/A",1,4.95,NA
5110818,"f","t","t","2013-02-16","N/A","N/A","22%",1,5,NA
262060162,"f","t","t","2019-05-15","N/A","N/A","N/A",1,4.96,NA
7021059,"f","t","t","2013-06-20","N/A","N/A","N/A",2,NA,NA
592975169,"f","t","f","2024-07-29","N/A","N/A","N/A",1,NA,555
3223938,"f","t","t","2012-08-11","within an hour","99%","23%",727,NA,NA
4293110,"f","t","t","2012-12-01","N/A","N/A","0%",2,4.71,NA
133602911,"t","t","t","2017-06-05","within an hour","100%","93%",2,4.94,NA
4906960,"f","t","t","2013-01-30","N/A","N/A","N/A",1,4.87,NA
306024152,"f","t","t","2019-11-01","within an hour","100%","100%",6,4.8,NA
18693665,"f","f","t","2014-07-22","N/A","N/A","100%",1,4.82,NA
13025262,"f","t","t","2014-03-11","N/A","N/A","N/A",1,NA,NA
107381650,"f","t","t","2016-12-15","a few days or more","0%","N/A",1,4.85,NA
368042440,"f","t","t","2020-09-17","N/A","N/A","N/A",1,4.86,NA
88713943,"f","t","t","2016-08-08","N/A","N/A","N/A",1,5,NA
84995573,"f","t","t","2016-07-20","N/A","N/A","N/A",1,5,NA
407304997,"f","t","t","2021-06-15","within a few hours","80%","100%",24,NA,206
107434423,"f","t","t","2016-12-16","within an hour","100%","96%",4494,NA,682
224815152,"f","t","t","2018-11-08","N/A","N/A","N/A",10,NA,NA
188339637,"f","f","t","2018-05-07","N/A","N/A","N/A",1,5,NA
407304997,"f","t","t","2021-06-15","within a few hours","80%","100%",24,NA,302
40721357,"f","t","t","2015-08-06","within an hour","100%","100%",1,5,NA
427808382,"t","f","t","2021-10-17","N/A","N/A","N/A",1,4.95,NA
305092694,"t","t","t","2019-10-28","within an hour","100%","97%",3,4.95,NA
507423515,"t","t","t","2023-03-28","within an hour","100%","100%",1,4.95,331
556115366,"f","t","t","2024-01-12","within an hour","99%","99%",13,NA,1249
152384999,"f","t","t","2017-09-27","N/A","N/A","N/A",1,NA,NA
9742120,"t","t","t","2013-10-31","within an hour","100%","60%",1,4.98,271
2060012,"t","t","t","2012-04-03","within an hour","100%","95%",45,5,335
107434423,"f","t","t","2016-12-16","within an hour","100%","96%",4494,NA,641
2600116,"f","t","t","2012-06-10","N/A","N/A","N/A",1,4.92,NA
7363096,"f","t","t","2013-07-08","N/A","N/A","N/A",1,4.67,NA
44350279,"f","t","t","2015-09-16","N/A","N/A","100%",1,4.69,145
230670970,"f","t","t","2018-12-14","within a few hours","100%","75%",7,NA,NA
16351647,"t","t","t","2014-06-03","within a day","100%","100%",1,4.97,152
128046486,"t","t","t","2017-04-28","within an hour","67%","89%",1,5,210
472893117,"t","t","t","2022-08-02","within an hour","100%","100%",3,4.87,100
31825530,"f","t","t","2015-04-23","N/A","N/A","N/A",1,5,NA
300551054,"f","t","t","2019-10-06","N/A","N/A","N/A",2,NA,NA
577734657,"f","t","t","2024-05-15","within a day","63%","100%",4,5,379
2562882,"f","t","t","2012-06-06","N/A","N/A","N/A",1,5,NA
49095662,"f","t","t","2015-11-15","within a few hours","90%","31%",5,5,249
4723051,"f","t","t","2013-01-16","within an hour","100%","100%",1,5,140
12866178,"f","t","t","2014-03-06","within an hour","100%","98%",16,4.88,NA
23905146,"f","t","t","2014-11-18","N/A","N/A","N/A",1,5,NA
189962349,"f","f","t","2018-05-16","within an hour","83%","88%",2,4.47,235
107434423,"f","t","t","2016-12-16","within an hour","100%","96%",4494,NA,409
54689021,"f","t","t","2016-01-14","N/A","N/A","N/A",1,NA,NA
139238261,"t","t","t","2017-07-08","within an hour","100%","96%",3,4.81,NA
422234306,"f","t","t","2021-09-08","within an hour","86%","99%",3,4.35,NA
265413038,"t","t","t","2019-05-31","within an hour","100%","100%",3,4.89,NA
107434423,"f","t","t","2016-12-16","within an hour","100%","96%",4494,NA,460
528265655,"f","t","t","2023-07-27","within an hour","100%","100%",1,NA,135
120762452,"f","t","t","2017-03-14","within an hour","89%","95%",83,4.83,130
38635971,"f","t","t","2015-07-16","N/A","N/A","N/A",1,5,NA
4273740,"f","t","t","2012-11-28","N/A","N/A","N/A",1,NA,152
415840703,"t","t","t","2021-07-29","within a few hours","98%","51%",83,NA,287
250771864,"f","t","t","2019-03-23","N/A","N/A","N/A",1,NA,NA
422053884,"t","t","t","2021-09-07","within a few hours","100%","100%",3,5,NA
107434423,"f","t","t","2016-12-16","within an hour","100%","96%",4494,NA,678
501499086,"f","t","t","2023-02-17","a few days or more","0%","N/A",170,NA,262
106825862,"f","t","t","2016-12-10","N/A","N/A","N/A",1,NA,NA
204704622,"f","t","t","2018-07-24","within a few hours","95%","69%",259,5,NA
240504372,"f","t","t","2019-02-01","within an hour","80%","68%",4,5,135
3223938,"f","t","t","2012-08-11","within an hour","99%","23%",727,NA,NA
563245673,"f","t","t","2024-02-21","within an hour","100%","97%",11,NA,NA
200239515,"f","t","t","2018-07-05","within a few hours","99%","84%",277,NA,NA
204704622,"f","t","t","2018-07-24","within a few hours","95%","69%",259,NA,NA
200239515,"f","t","t","2018-07-05","within a few hours","99%","84%",277,NA,NA
373480843,"f","t","t","2020-10-27","N/A","N/A","N/A",2,4.75,NA
11375556,"f","t","t","2014-01-16","N/A","N/A","N/A",1,5,NA
16504161,"f","t","t","2014-06-07","N/A","N/A","N/A",1,4.71,NA
372805273,"f","f","t","2020-10-21","within an hour","100%","N/A",1,5,NA
107434423,"f","t","t","2016-12-16","within an hour","100%","96%",4494,NA,437
44837740,"f","t","t","2015-09-22","N/A","N/A","N/A",2,5,NA
90254843,"f","t","t","2016-08-16","N/A","N/A","N/A",1,4.67,NA
20360657,"f","t","t","2014-08-21","within an hour","100%","100%",1,5,99
16542425,"f","t","t","2014-06-08","within a day","100%","60%",1,5,65
3223938,"f","t","t","2012-08-11","within an hour","99%","23%",727,NA,NA
42195043,"f","t","t","2015-08-22","N/A","N/A","N/A",1,5,NA
20018795,"f","t","t","2014-08-14","within a few hours","100%","100%",1,5,NA
179469761,"f","t","t","2018-03-19","N/A","N/A","N/A",1,NA,NA
204704622,"f","t","t","2018-07-24","within a few hours","95%","69%",259,5,NA
21923346,"f","t","t","2014-09-29","N/A","N/A","N/A",1,NA,NA
44837740,"f","t","t","2015-09-22","N/A","N/A","N/A",2,5,1571
35397115,"f","t","t","2015-06-09","a few days or more","0%","N/A",1,NA,NA
450161902,"f","t","t","2022-03-18","within a few hours","100%","92%",17,4.66,NA
424296351,"f","t","t","2021-09-23","within a day","74%","71%",101,NA,167
107434423,"f","t","t","2016-12-16","within an hour","100%","96%",4494,NA,365
204704622,"f","t","t","2018-07-24","within a few hours","95%","69%",259,NA,NA
36234811,"t","t","t","2015-06-19","within an hour","100%","100%",4,4.91,112
204704622,"f","t","t","2018-07-24","within a few hours","95%","69%",259,NA,NA
132356199,"f","t","t","2017-05-28","within a few hours","100%","N/A",2,5,NA
465273276,"f","t","f","2022-06-20","a few days or more","0%","N/A",2,4.62,109
107434423,"f","t","t","2016-12-16","within an hour","100%","96%",4494,NA,614
382860269,"f","t","t","2021-01-03","N/A","N/A","N/A",1,5,NA
3952962,"f","t","t","2012-10-23","a few days or more","0%","0%",1,NA,66
405504942,"f","f","t","2021-06-06","within a few hours","100%","100%",1,5,180
1031900,"f","t","t","2011-08-28","N/A","N/A","N/A",1,5,NA
31410393,"f","t","t","2015-04-17","N/A","N/A","N/A",1,4.91,NA
571615601,"f","t","t","2024-04-10","within an hour","100%","100%",8,3.5,296
63813702,"f","f","t","2016-03-20","N/A","N/A","N/A",1,4.89,NA
422053884,"t","t","t","2021-09-07","within a few hours","100%","100%",3,5,NA
51237731,"f","t","t","2015-12-13","N/A","N/A","N/A",1,5,NA
42954481,"f","t","t","2015-08-30","N/A","N/A","N/A",1,5,NA
4579626,"f","t","t","2013-01-03","N/A","N/A","67%",1,4.77,NA
158969505,"t","t","t","2017-11-16","within an hour","100%","100%",12,4.91,346
55176,"f","t","t","2009-11-17","within a day","100%","N/A",1,4.87,107
422234306,"f","t","t","2021-09-08","within an hour","86%","99%",3,4.39,NA
200239515,"f","t","t","2018-07-05","within a few hours","99%","84%",277,NA,NA
107434423,"f","t","t","2016-12-16","within an hour","100%","96%",4494,NA,396
207195903,"f","t","t","2018-08-03","N/A","N/A","N/A",4,4.88,NA
251455701,"f","t","t","2019-03-27","N/A","N/A","N/A",4,NA,NA
547413854,"t","t","t","2023-11-20","within an hour","100%","92%",10,5,399
235208764,"f","t","t","2019-01-08","N/A","N/A","100%",1,4.94,NA
33252152,"f","t","t","2015-05-13","N/A","N/A","N/A",1,5,NA
42423050,"f","t","t","2015-08-24","N/A","N/A","N/A",1,NA,NA
200239515,"f","t","t","2018-07-05","within a few hours","99%","84%",277,NA,NA
9679192,"f","t","t","2013-10-28","N/A","N/A","N/A",3,5,NA
200239515,"f","t","t","2018-07-05","within a few hours","99%","84%",277,NA,NA
106538072,"f","t","t","2016-12-07","N/A","N/A","N/A",1,5,NA
406193264,"t","t","t","2021-06-09","within an hour","100%","100%",9,4.96,223
36283215,"f","t","t","2015-06-20","N/A","N/A","N/A",1,5,NA
61391963,"f","t","t","2016-03-03","within a few hours","99%","71%",170,5,62
210032296,"f","t","t","2018-08-16","within a day","100%","N/A",2,4.5,NA
390535864,"f","t","t","2021-02-28","N/A","N/A","N/A",32,NA,NA
117507630,"t","t","t","2017-02-21","N/A","N/A","N/A",1,4.85,NA
158969505,"t","t","t","2017-11-16","within an hour","100%","100%",12,4.98,393
14264966,"t","t","t","2014-04-14","N/A","N/A","N/A",1,4.86,NA
1472225,"f","t","t","2011-12-04","within a day","100%","0%",1,4.71,293
137293107,"f","t","t","2017-06-27","N/A","N/A","N/A",1,5,NA
27181542,"f","t","t","2015-02-03","within an hour","99%","58%",61,4.5,NA
432158812,"f","t","t","2021-11-16","N/A","N/A","N/A",1,4.33,NA
415883533,"f","t","t","2021-07-29","N/A","N/A","N/A",1,5,NA
6999831,"f","t","t","2013-06-19","N/A","N/A","N/A",1,4.5,NA
207195903,"f","t","t","2018-08-03","N/A","N/A","N/A",4,4.88,NA
496944100,"f","t","t","2023-01-19","within an hour","94%","87%",604,NA,NA
107434423,"f","t","t","2016-12-16","within an hour","100%","96%",4494,NA,353
12261612,"f","t","t","2014-02-15","N/A","N/A","50%",2,4.95,NA
15172283,"f","t","t","2014-05-06","N/A","N/A","N/A",1,4.5,NA
306024152,"f","t","t","2019-11-01","within an hour","100%","100%",6,5,NA
31919780,"t","t","t","2015-04-25","within an hour","100%","96%",2,4.91,130
394603762,"t","t","t","2021-03-28","within an hour","94%","100%",3,4.83,103
14927368,"f","t","t","2014-04-30","N/A","N/A","N/A",1,5,NA
23772724,"f","t","t","2014-11-15","within an hour","100%","83%",75,NA,145
449398631,"f","t","t","2022-03-13","N/A","N/A","N/A",1,NA,NA
470859718,"f","t","t","2022-07-21","within an hour","100%","99%",17,4.64,255
